symbol,Returns,variance,VaR_95,max_drawdown,Sharpe,Close,Log_Variances,Volatility,Cluster_labels
CHRW,0.8205096619831447,0.16780432304254936,0.02446247190187622,0.19177092100917373,1.9541819860644472,182.3350067138672,0.15512533872938933,0.4096392596450557,2
CHTR,-0.19013675674158437,0.1629347422005431,0.03979861850290498,0.5721240548657837,-0.5205892264250719,245.82000732421875,0.15094676035476864,0.40365175857481794,2
CI,-0.07563908704801817,0.10870594584012311,0.025545691524185003,0.2741216210457366,-0.290073978938652,278.9700012207031,0.10319352067537851,0.32970584744605774,2
CIEN,2.380759984558145,0.38662667781915755,0.046189941374628896,0.16837699858295546,3.7966968879787646,502.9750061035156,0.32687394707805145,0.6217931149660292,5
CINF,0.31033551615196026,0.041586188762840676,0.020135613529538687,0.10462141487741167,1.4237233413567667,166.39010620117188,0.04074473274796832,0.2039269201523935,3
CL,-0.08692170671361495,0.043118772258494996,0.0217623052753248,0.2074384054590222,-0.5149116159395335,83.46739959716797,0.04221504514267836,0.20765060139208602,3
CLX,-0.24123633879091697,0.05922776782316256,0.027756862413142163,0.3011082162873787,-1.0734230230209456,101.78500366210938,0.05754012170210827,0.24336755704728302,0
CMCSA,0.021912960408337546,0.05555782489735717,0.024273302617036186,0.25719848057512695,0.008115837904461987,29.9950008392334,0.054069371170724155,0.23570707434728635,3
CME,0.15909679634099566,0.037347694871179136,0.02064154228069051,0.1013076703998318,0.7197558882797719,288.20001220703125,0.03666716222235875,0.19325551705237068,3
CMG,-0.1867298721238943,0.1448844477012489,0.03240041785731188,0.4881524964487749,-0.5431156924307823,35.880001068115234,0.1353037128753236,0.38063689745116525,2
CMI,0.9085169210953379,0.0956321013945134,0.02452013553455219,0.15225420766386627,2.8731867404964184,631.52001953125,0.09133145826461057,0.30924440398253517,0
CMS,0.1184689185936583,0.02538082570943505,0.016665303854462476,0.0831123875734031,0.6180822831134024,77.7249984741211,0.025064080864985728,0.15931360804851244,3
CNC,-0.19106967026361524,0.3911807695734575,0.046365591316978656,0.599332488586828,-0.33747148558196616,38.26499938964844,0.33015286105660363,0.6254444576247019,5
CNP,0.2001812981775295,0.02429945287538037,0.016726621556726155,0.08386118678526337,1.1558765793248833,42.979000091552734,0.02400891831531062,0.15588281776828508,3
COF,0.28627495987693247,0.10435879390003099,0.035005063215813176,0.3146708161712387,0.8242629941066212,205.4600067138672,0.09926488953030436,0.32304611729601546,2
COHR,2.1447998810029616,0.46565868102393626,0.05945507599128349,0.26516345654065593,3.113753161677039,344.8800048828125,0.38230475304444655,0.6823918822963358,5
COIN,0.443262787457046,0.5361648375174658,0.06482141015162769,0.6638953815137106,0.5780440341087115,209.7050018310547,0.4292889450596207,0.732232775500705,5
COO,-0.06650875306069583,0.10815746962156358,0.024973295947240896,0.23827572435876568,-0.2630460550584025,69.72000122070312,0.10269869882399582,0.3288730296353953,2
COP,0.37139329688923856,0.0832951353947927,0.027916771383409443,0.13466003839368582,1.2175411646622676,117.4000015258789,0.08000744741632489,0.2886089662411629,0
